@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"refer frying die wonderful miss fallon red sweet light stereotypical romantic male teenage pleasant good ",1.0
"classic novel didnt entire frustrated bad entertaining funny best okay good impressed jeremy wooden subtle entertaining worth ",1.0
"bipolar hard emotional psychiatric regressive discriminatory teenage elderly adequate recent nami national mental recognize classic bipolar true talented pull proper thank ",1.0
"endless close needless surprised simple young vocal baseless guide swift unusual strange seventeenth accost strange involve actionoriented likely little good seventeenth convincing solid possible special technical official wellmade atmospheric big similar ",1.0
"change bogus great excellent great likeable radical pure ",1.0
"experimental weave harsh depressing harsh overall little tainted severe scary hopeless retarded young total shrew incestuous mental wellmade wanted sort watch think fit welladjusted wise high strange make sure ",1.0
"handicapped heartless predatory mildredbette othersalan suitorskay destructive best numerous novel cockney cruel magnificent alluring hypnotic performanceher tough domineering good decent excellent melancholic awesome dead petrified convincing remade classic good little dated ",1.0
"mr live previous gumby incorrect able hear curious ",1.0
"entire becky pregnant believe wasnt good ",1.0
"excellent gritty true western real actual low independent unrealistic ",1.0
"great interesting good good rare interesting random say know recognize good sure true ",1.0
"ive dont itthe good awesome perfect fitting bad black white sterile perfect indescribable little slow mean scenic complex underground bunkerlike good ",1.0
"st good charming old endearing quiet wonderful corny ingenious wellexecutedand corny early ",1.0
"total great public massive possible jewish understand red nazi mediocre interesting german german ",1.0
"delirious funny spot best brown funny weird delirious foul dont amazing funny prime nutty real ",1.0
"sensitive quick quick sexist pigheaded hot great im hear ",1.0
"hesitant undying green amuletcalled special particular special certain invisible hear magical glowing weird creepy tell scary dark random great classic evil dead real undying best classic huge big hidden fine difficult dont annoying save anyplace overall undying extraordinary ",1.0
"main chinese later mandarin simple malay youve typical malaysia old orked old mukhsin new orked male orked ordinary male mukhsin violent mukhsin awesome slightest orked yasmin main different mild random long patriotic local good english speak english let explain prominent follow dont dignitythe typical routine loving daily fail real chinese bad happen nice worth hussein late opposite reveal slightest send good significant ",1.0
"eric reunite play psychedelic skinny long wild loud good old sing play high wonderful familiar surprised young gaunt healthy drum solid haggard great good hear old excellent doingsome lowkey good second spoonful outstanding ",1.0
"wonderful quirky romantic italian light humdrum soft faultless let new york ",1.0
"wrong awesome great ive perform small phyllis good special awesome let say ",1.0
"good historical educational entertaining good sensual sexy prepared human mature ",1.0
"best enjoyable didnt oversentimental fair good little good surprising stop ebert contrary ",1.0
"adolescent french peripheral hunky youngest aspiring join odd adolescent bony big prognathous plump pursed certain glamorous long blond figure french long short dumpy sensitive intense good associate young tricky gradual homoerotic adele soft turn little suggestive complex sure alllet okay adele distant satisfied handsome dumb superior selfindulgent soidisant skinny virgin adele adele rid adele experienced adele close adele adele bad adele adele irrelevant close potential adele satisfy adele involuntary plain overripe heterosexual rid noisome compare typical american high female ",1.0
"believable likable real disappointed willing unprotected aware disappointed available awful real young gay gay young straight bad unaware gay friendly unwilling biggest gay straight unprotected ",1.0
"good good good acceptable main second best disappoint shahrukh hard elasethe cool excellent good ",1.0
"second maiden directorial meaty delhi spotted ankush distressing pardey familiar white tiny tiny ankush dead earthier realistic overblown little crazy agothe wonderful obligatory old connaught colorful seedy joint young second good beautiful beautiful unconvincing sure great himesh great interrupt narrative sing excellent white cute ",1.0
"best timewalter true best second reget special funny minute reunite special terrific strong comic oldest old oldest fantastic golden best golden say strong classic recommend ",1.0
"young painful bloody predictable irrespective ecclesiastical quick plausible sweaty dangerous dangerous ",1.0
"fine real teenage watch ask nicole sure nicole old hidden ",1.0
"bad good good old certain anyways single cinematic standard write exploitive submit ",1.0
"frying dont special intricate torment bible big big independent good decent ",1.0
"didnt ordinary wellwritten different daily great favourite great previous great understand low bad didnt good ",1.0
"social cease mundane startling original strange claustrophobic form proper make known sorry appreciate know make interesting excellent uncommercial low tough past itll silent weird ",1.0
"stunning high true clear emotional movingan abused wayward young adult emotional physical torment real magnificent torment ",1.0
"taylor mad main redeeming wayne stewart naked sandy stop disgusted natural human indian surprising total frozen unforgettable ",1.0
"american french good accompany romantic cautious funniest indepth romantic respective deep wordslove strange mutual spiritual important loveexcellent huge best ",1.0
"beautiful frustrating interesting informative insufficient central young strong difficult general difficult great social unsatisfied final powerful deniss interesting intellectual historical best ",1.0
"original danish danish believable arent elitist international unaware big fair subtler essential everyday lie die holy fabulous theatrical religious ",1.0
"oncepowerful awaken postcommunist modern past superb excellent visual beautiful intertwain urban daily hillarious entire small nonstop modern productionsalthough entire main excellent macedonian immigrant alltoofamiliar single believeable bohemian funny ",1.0
"little new folky classical amazing charismatic vocal tough soft favorite harmless pathetic favorite excellent limited early rebellious reflective great wonderful ",1.0
"infamous best realistic unrealistic fake tortured different return torture capture human die shocking shocking recommend ",1.0
"real perfect little light cosmic light good young light uncanny ghostly negative visible wonderful karloffrukh light light new cultural sculptural local harmtriumph end stand ",1.0
"favorable impressed fanatical red lean original interested dont red weird know say ",1.0
"celestial super fantastic wont needless important cool amusingi good great golden swallow good ",1.0
"say original good good original themthe bizarre original great great great original fantastic think great alex happy carlin cool good great forget sadler good wellif good original hope enjoy ",1.0
"coherent raw apt sluttish prostituteand raw poor strong poor cockney victorian vulnerable mildred vulnerable passionate snobbish excellent ",1.0
"short embarrassed change enjoyable little lively poor climactic short useful important new successful short different akin topnotch short novel economical capable wide short perfect ",1.0
"candys funniest similar manchurian know memorable male ",1.0
"mixed nyc political presidential sullen couple flawless caricature new danny burrough political good major good general doesnt involved certain apathetic alienate riveting tread worn stop ",1.0
"interesting racist insensitive selfcentered magic faceful horrible glad dont smart smart good dont glad aroundthe hard arent best future live long let make ",1.0
"agomaybe refreshing similar entertaining donald wonderful main intelligent good best new york excellent look unto great make new make amazing amazing best tarstar ",1.0
"fabulous intricate likable sweet likable american nice intriguing annoying think little mysterious dont loyal ",1.0
"right central clear drunken drunken young convinced incomplete romantic left young underdone central chan central abandon overambitious important central kung make historical romantic kung historical romantic little best plenty amusing viable doesnt work chan historical contemporary informative historical ",1.0
"indescribable tremendous best best interesting look incredible correct divine pure heartfelt long ",1.0
"breathtaking best late lasting leave true best clear open enjoy ",1.0
"second classic tarzan usual wonderful exemplify good good subsequent accomplished tarzan uneven grainy crisp tarzan early safari modern strong stationary interesting subject stunned guilty future duplicitous tarzan wrong explicit repentant entice tarzanthere viewingfor domestic sensual nearby violent surprised violent standardsthere special watery tarzan particular final tarzans enterprising awaythe final splendid tarzan final tarzan happy delighted fine wonderful classic recommend ",1.0
"favorite end accept need realistic main ive happen hard long ",1.0
"mysterious black magic larochecriminal oddball transsexual brute sixmonth old scholarly eat understand early beloved toughest female folding masculine tough deep inside canine alarming understand ulterior sinister intellectual possible arent true true certain fascinating new understand constant glad play gore startling graphic foremost storydriven gore grisly magnificent special masterful eric movieabout singular interesting fascinating compelling supernatural ",1.0
"believable good sensitive unfaithful bleeding think daily dead ",1.0
"reluctant small make dangerous great glad beautiful ive animated possible staggering green wonderful unique sure likable interesting impossible devour small blue crazy english recommend incredible breathtaking ",1.0
"faithful witty interesting french novel cynical depressed middleaged firstperson downbeat philosophical humorous best intellectual funny bleak social sexual great real recognisable ask arent rare good good ",1.0
"independent impressed real intense harsh definite independent impressed real intense harsh definite ",1.0
"tall old great real buford true alive thank rid sorry old tall negative let know wonderful real great young tall ",1.0
"raw painful realistic entertaining amazing voight small new york apologize easy new york rich different buck past wonderful white new york wonderful male male survive new york real clear tame forget young forget ",1.0
"urban mediocre great different traditional lighthearted comedic fight brutal die bad ",1.0
"average bad good good wellpaced competent great impenetrable sit enjoy ned recommend oftpresent confused prominent worth good bad entertaining ",1.0
"particular best long long pleasant steven deknight reunite smallville unique basic green good graceful good cool new true agless mediocre cheesy green cheesy nocked cheesy bad green save best smallville best ",1.0
"silly happy ",1.0
"admit big huge good say feminine cheesy mean feel tell heartwrenching hot end easy ruin mixed exotic normal random unnecessary wasnt write hate tell ",1.0
"read evident afraid plenty bitter angry great emotional sentimental sappy interested overwhelming strong personal fabulous superb indifferent big ",1.0
"deadly extra real desperate ",1.0
"second catchy warmhearted sure great adorable ",1.0
"directorial true difficult disastrous public terrible human nit close best cold hard doesnt novel dandy ",1.0
"rdyear french multicultural high french english obvious sexiest yearold africanamerican inner perfect africa ",1.0
"great superb hilarious good lead ",1.0
"rich new grateful bleak stark bizarre excellent rare everyday chinese ubiquitous ",1.0
"perfect human innocent alive single innocent polluted truedont wonderful ",1.0
"short slow wuhl true learn interested true effective believe effective ",1.0
"truthful previous injured help ptsd posttraumatic ",1.0
"best best faithful j novel real great novel think novel best great assistant fine dramatic great robert loggia herrmann novel slight novel realistic best original high special good fine great oval doesnt read read novel wont novel breathless ",1.0
"remember weird sudden great huge interesting informative hilarious stop majesty oddball japanese familiar independent new independent good sure guess wait great ",1.0
"refreshing real real real new stunning adorable amazing exquisitewe intelligent mindless ",1.0
"amazing didnt wonderful wonderful imaginable finest ",1.0
"alright sensitive little ive welcome tasteful modern feel original authentic perfect entire little distant beware french conservative short conservative ",1.0
"minor mitchum rink giant naked dead obvious harsh unflattering terrific dark western grow local bad inspire good good irritating good early alex early emotional ",1.0
"great good dumb high close goodnatured fourth installment astins ancient rightful humanoid dead true aforementioned skewering french fearless fuzzy second main human unemployed unabashed virginal borderline hapless marry bello singular aware return middle funny biggest nice okay clever ",1.0
"funniest ive long south best spoof social know sure positive true intact pure happen ",1.0
"future military recruit entire serve personal predetermined hard bleak best best exemplary best elite new obsolete fight new entire individual underappreciated todd different pretentious superficial notable connie nielsen memorable new sean cautionary intact entertaining consider bleak future good make mad make live ",1.0
"wonderful fabulous daytime watch second smart recommend shue splendid ",1.0
"disturbing happen cal andrenormal normal high arent typical high doesnt powerful brilliant subject ",1.0
"great know bible think agree new nice truthful bible major lining bible light protect bible sell buy small future ",1.0
"sunny dim old tiny gay male prominent arab official national zany sweet presidential hard romantic sinister arab blonde dumb sunny important arab ",1.0
"overrated favorite mean overrated strong vast easy touching wellmade welltold best best funny convincing major opposite secondbilled big male naive ratso certain long easy infatuated important long unnecessary outdated similar easy flawless tacky uneasy gay content great uncompromising late searly outdated heavy liberal horrible touching best late best ",1.0
"short popular ive great excellent special ",1.0
"sure likely prime late sixtiesearly strange declare big bad true various fake appreciative real real sharp wild weird entertaining lonely creepy abrupt black let know eurotrash good ",1.0
"cool silent classic delightful lengthy little big real poor hilarious main doesnt special real awesome material ask ",1.0
"directorial fraught psychological dark successful novel discontented personal define hahn big kill doesnt intervene seedy little charismatic twentyfive large mike wipe clean simple middle big unique precise mesmerizing compelling surreal right memorable tell short stunning relentless hard human open riveting possible complex able outstanding rigid uptight calm selfassured mike feel capable understand dynamic mike william quintessential great ",1.0
"human literate potential good credible consistent main excellent best ",1.0
"sedgwick old visual adroit excellent large reliable sunny young hollywood starstruck entire ready musical hardy enjoyable wellknown tiny fine long emotional clever busby filmic ",1.0
"masterful young wade murky believable strange continuous typical different good strong volo sober gripping sympathetic funny wellrounded deserving best italian ",1.0
"acute medical hemolytic numerous die happen unreasonable large moral ambiguous thank ",1.0
"funny funnyand good classic evil rich wasnt wasnt moviesome funny wouldnt pro great want ",1.0
"enjoy minor certain arent convincing dont write detailed musicdont entire untouched horrible dont ",1.0
"pleasant romantic end deserving famed sparkling commercial stewart unavailable main relative excellent fine frank morgan massive highprofile good old assume stylish various human hugo frank morgan suspect oldest united blustery new subtle meaningful personal write lovely respective make distinctive believable enjoyable lubitsch restricted underdeveloped twodimensional heartwarming bitter cold frecklefaced young errandboy genuine similar wilder best ",1.0
"excellent nuanced stoic infamous ravenous australian dark ugly real easy tough horrific suspect clear didnt progressive entire stoic unsympathetic happen react distressed faint blank dont stand strong begin tainted cold unfeeling cost mangled uninformed ",1.0
"favorite big earl duvall accurate racist old funny little complex racist black best real earl great hassthis worth ",1.0
"best guess plain wasnt short ",1.0
"rental sceptical good bad dont theatrical good forced appear good carry surprised good major future good nasty wont disappointed think happy ",1.0
"small creep surprised itcreep good absurd outrageous simple comfortable enjoy scared lonely sudden best bad second scary long make bad die dark ",1.0
"alive real fake uncanny lincoln lincoln consecutive fonda early ",1.0
"clever late smart male engaging entertaining competent sparse effective easy odd timeless disillusioned weary colonial bitter original anti pay lean economical long different different alain different ugly great great filmlest forget true memorable delight true anamorphic english hard ",1.0
"good little generic enjoy bad wouldnt ",1.0
"young favourite worth great lennon broken aiden slow huge real brilliant irish slow emotional total rude italian unnecessary poignant tear different biographical ive famous lennon worth know happen send interested ",1.0
"uggh wasnt impressed high poor consider overrated best boring reasonable strong meet longest overblown weak steady doesnt long best african werent amazing best ",1.0
"offbroadway fabulous successful performer new illusory desperate fictional sandra upscale parisian liberal harsh black madonnalookalike resemble virgin funny foul right naked transparent beatty fictional awkward quiet mystifying african black wooly sweet funny frenzied indian lucky distraught right selfindulgent younggirl marry ill feel feel real real mighty progressive american schmaltzy wonderful paul nyro idealized fictional beautiful black tight toyed regular late childlike subtler american refreshing sandras mature personable subtle shallow funny unsettling maudlin understand funny brilliant isbut ",1.0
"japanese modern japanese physical public close public popular delightful amateur enjoy popular titanic japanese ",1.0
"best zubeidaa best good great great good canadian real ",1.0
"original glorious hard routine glorious wish buy support available ",1.0
"attendant restricted dull new jarring clown special capable mental secret vagrant public national tvcomplicating dated literal entertaining funny good offbeat ",1.0
"new late early black african white hard want great great african oppressive aristocratic come wouldnt successful integrated excellent fair incredible ask recommend ",1.0
"hear symbolic figurative symbolic strange spiritual think weird chaotic transparent light old buddhist human different human common beautiful good make pass ",1.0
"right second second amazing warm broken ",1.0
"true clever funny shocking human powerful huge veritable andy clever interesting romantic romantic funny good hear say ",1.0
"earliest best international cinematic accessible general public young exotic ancient typical vocal sing glorious visual beautiful young handsome believable familiar lovely great high recommend appreciate great average appear ",1.0
"successful equal elaborate ferris terminate professional good prolific initial fantastic arguable best inherent extreme early nonexistent potential latch noteworthy early directorial old elementary stylish elaborate general stark dead dark distraught restrictive second female sloppy climatic tight develop disappointing initial cassidy main little unspectacular uncharacteristic bold good high credible intelligent ",1.0
"psychokinetic secret surreal greek great similar american great wolf forget priceless best dvd kind blond ",1.0
"thank perfect american enthralled relax let ride ",1.0
"awesome incredible young adult outstanding young good tearful heartrending courageous abusive foster add ",1.0
"add awful positive great balanced multifaceted great tony great millennial american integral fresh humorous interesting total irredeemable dual onemost italianamerican positive tiny say biggest dont choose italian distressing assume homosexual wont arent stupid perfect previous ladyfriend split ",1.0
"underrated cinematic theatrical oppressive appropriate inept dark moral female upright mad murderous faraway civil jolting dangerous horrific astonishing clever theatrical rare happy ",1.0
"everyday natural believable beautiful athletic graceful delightful aokis hilarious pitiful natural bewildered reassure ",1.0
"dumb intelligent political quality big excellent herrmann loggia best medical good wellwritten compelling final second ",1.0
"french interesting remembered ive creepy black worried unnerving recommend worth fourth fifth unsettlinggreat ",1.0
"cool nice chinese asian sacred eager exciting interesting violent violent asian scheming violent true nice likable amusing enjoyable careless bitter true straight ",1.0
"conventional marketable public funny upperclass foreign british british conventional farcical watchable great wasteda great ",1.0
"ive vital adult good dark satiric good great noir comic breathtaking create great effectthere funny think mandatory expectedoverall fine release underrated average positive hard perfect comic ",1.0
"early talented right tragic biographic novel mary fictionalized early young unhappy beautiful gorgeous maojlovic glossy scenic sure visual ",1.0
"know didnt latest irreverent romantic emotional best dorky nerdy fanatical red devoted square wonderful corporate endearing hesitant ask potential disastrous stricken severe resonant accept urgent orderly fitful fanatical beloved start meet lindsey irrational accommodate diehard nerdy red true colorful strictest skinny rich blond wrong single plump curlyhaired optimistic positive obsessive representative mobile terrific real big potential notinsignificant unsympathetic charming workaholic accept comedic difficult fragile fenway fine limited funny connect ",1.0
"try mean ordinary new foremost extra adult complicated different dishonest brutal greedy willing itchy fat ugly big closest wont settle unusual german die prehistoric sing unlikely logical revenge financial talented win poor itchy live poor poor make itchy tear unprotected little choose choose great learn right wrong cope natural submerged suggestive write ",1.0
"rewind retch ",1.0
"doublefeature universal subsequent intended online universal say didnt beloved shortlived standardized resourceful assorted authoritarian inevitable supernatural pressured impressive notable great modest special eponymous goofy restricted wholesome intriguing psychological metaphysical throw cynical pull fanciful healthy revolving geeky reasonable make pleasant bouncy native aztec round overfamiliar particular headless murderous best dehner morose conried emhardt keenan fiedler shrewd attendant distinct choose finest entertaining lean aforementioned weakest ive zemeckis galeunfortunately nice numerous original lasting endless popular available local rental various sure classic ",1.0
"good bad indifferent reliable good fortuitous surprised confidential lackluster british complete compelling complex know deliberate dull claustrophobic great marvelous usual rich magnificent slim good mere begin rise mere narrative make happy ",1.0
"true historical useful true excellent recommend itit factual exciting motivational factual small ",1.0
"stiff american outstanding amazing routine rich hoary sure musical wonderful marvelous good ",1.0
"slow slow affect marvelous young young develop necessary induced objective subtle ",1.0
"little wonderful ",1.0
"smart shocking brilliant impressed best second ",1.0
"ive similar different original quirky greatest dead bryan involve young funny charming odd ongoing moral subsequent new kind realize guilty confess societal ned wrong itfor forced resign assume regular wrong single weekand ",1.0
"wonderful mid simple hardened gaunt expert young macready dangerous biological red mysterious undiscovered exciting comethe long short notorious possible tacky deputising australian deep past great deadpan terrific gauntthe fantastic reunite reminisce awful equal say sardonic dangerous didnt bluest female sure male jenny blakelynotable gilded sure personal sit enjoy wonderful dont ",1.0
"say accurate red bittersweet fallon second successful workaholic affluent funny sweet perfect logical red sox red delicate willing willing comic sad diehard true available follow read red credible fanatical red pull thank manage classical romantic best ",1.0
"happen run pleased wonderful great deceased second devoted great ",1.0
"think wrong entertaining interesting think ingenious fancy clear kind lynch best sure start imaginative disappointed good make highwaymulholland darkened instinctual pure ",1.0
"large small new old big located new dead injured vivid feel convinced strange happen worried pet bury frightening real ancient micmac real good horrifying best impossible cool rich small live dangerous resurrect stay surreal good important doesnt afraid honest ",1.0
"start good previous confusing past cool dazzling admire thorough modern original second fine modern vain mockney ",1.0
"independent ironic controversial teen racial faithful white multiracial multigendered fantastic detailed fantastic real teen think internet retail great radical modern responsive sensitive detailed bewith realistic ",1.0
"old best best american make big sophisticated interested lovely main fantastic famous french guietary good smooth nimble gershwyn live colorful ",1.0
"underrated little beautiful bittersweet german good loyal winded best itchy little orphan beautiful bittersweet leave tear ",1.0
"available complete lecarres great good available ",1.0
"silly needless surprisedan experimental disappointed deepest strange appropriate radioactive sixmile deep earths simplistic wellmade social lead moral capable straightforward nonexistent continental upper let hollow exist forgivable golden comic little unevenly interesting creepy odd intelligent economical poor fair special good good impressed ",1.0
"say great wonderful moody die weird surrealistic entire busy cg gothic weak worthy little say enjoyable ",1.0
"gray nash write machinal write short familiar double noir double perfect noir snydergray old gray high passionate famous double actual urban respected numerous incompetent double billy ignore ridiculous interesting italian recommend garfield great noirish strong neorealist great essential noir lowkey unconventional longest sexual obvious adulterous nymphomaniac new obvious small wellplayed complete obscene capitalist obese rude arrogant brilliant overlong effective economical noir ",1.0
"real corny human enjoy mindless think dont forget make entertaining artful powerful irreversable irreversable violent wrong depraved different deep hot desperate sickening jared sick manipulative unsettling passionate close slick beautiful silent inner accomplished facial excellent blend favorite aware sad ive best jaded worst happen happen worst happen leave present haunt haunt ",1.0
"forgettable unforgettable grand unspoken white lovehate sure cynical theirs scandalous interesting depraved unresolved black interesting western little ",1.0
"positive current moral relevant long oldfashioned backthe weakest late general secondmy star generalthe wimp military southern little overall enjoy itred dramatic traditional dramatic ",1.0
"unmatched recruit new red amplify anxious dramatic quirky foster upandcoming dont lethal save frustrated knox aredepressed separated astronomical future favorite omniscient little magic biggest centered tony danza golden confused washup equivalent rough mention ",1.0
"judy prettiest doesnt conquer warm genuine touching romantic engaging sexy endearing east sexual attractive hard innocent nice work krystal old dominican immigrant ",1.0
"nice cinematic hard modern wacked amusing early memorable savage original classic ",1.0
"alltime favorite exciting flawless epitome evil yearand old innocent old enter great able casablanca believe ",1.0
"finest similar farrell long melodic slow ",1.0
"central titianhaired blonde dazzling convoluted seminal noir criminal deceptive cataclysmic final black mary old befriended old short detailed speculative related archival ritualistic welles interesting black light brutal noir big negate elizabeth black short golden black peripheral hed bad married gilmore young beautiful known black grisly modern black potential imaginative clear beautiful come sneak new later proverbial black twilight incredible bad shanghailady extensive cohn dark noir sure darkest wicked new atomic insistent nuclear definitive noir atomic american principal psychotic doubledealing armageddon escape remote pacific acid atomic erotic institutionalized military pacific provocative ironic broad wont tell devour human human marine human forget die ",1.0
"differentthey create new shoot distract try huge immature invent successfulmy silly spoof plenty definite rude ",1.0
"grand worldly available grand classic summerretrospective big true avoid try prove reluctant italian silent special special big ",1.0
"wont ask doesnt apologize male bigoted appreciate offbeat isnt comedic agee creative best online acceptable future ",1.0
"cross kind uninvolved naive amateurish effective nurture honest sexual predictable enjoyable main little romantic sexual good ",1.0
"characterbased short elevated trapped unseen followup later similar vast cubic admirable visual spend possible human react dangerous come bizarre latest optimistic comedic wide cinematic lifelong mutual selfish dimwitted illlocated neurotic antisocial happy deep bad middle unfit hazy nightmarish wrong doesgoing slow slow deal new human main able break open comfortable optimistic aphoristic opposite fundamental dynamic antagonistic nasty best vital scifi good good hewlett interesting entertain generous adequate convincing longtime natali natali creative positive entertaining experienced impressive interesting inventive human creative nice little unwanted human great ",1.0
"simple wonderful great perfect playit real digital tell funny fresh ",1.0
"best interior live present middle fussy old exquisite finest ashenden appealing soppy young huntley comical pompous subtle impressive great gable jealous good melancholy mexican posh ",1.0
"famous literate partlyreligious dunne good firstrate intelligent original susan moore sutton special biblical subject prone illogical miraculous dunne human rare biblical david mythical old curious passionate selfcontrolled perfect good commonsense emotional stalwart capable familiar little possible human second afraid famous successful successful cold naked later pregnant necessary david dance solve come parched interesting varied beautiful successful eastern miraculous religious central wellremembered glowing intelligent dramatic repeated ",1.0
"make pleasant normal lovetype dont tiresome refreshing handsome outstanding alwayslikable frank morgan interesting different dramatic good great ill ",1.0
"best stick rewarding overblown aged come wasnt hollywood classic greatest sensational creative oscarwinning strongest finest musical best raise musical dynamic important fit singin classic original unrelated dont french great upbeat little little unconventional fancy tell feel technicolor minnellis muted drab particular red vibrant musical red awoken animatedthe american romantic unpalatable hurrah misogynistic independent meek delicate loving difficult connect singin great memorable american singin classic forget allencompassing visual deep engaging certain demille following great ",1.0
"little good modernday british quirky sexy wild snatch interesting rough corny predictable late neat interesting firsttime lowkey british russian russian male big good russian different wellacted beautiful ",1.0
"corny bloody identical single young big fantastic sexy young live subtle intense childish magical corny holy famous say pleased ",1.0
"dedicated unsatisfying free stupid good old read old meet follow awesome cool terrific modest strong graceful intellectual awkward hear broken relevant comic loud weird english good young blaise favorite stupid awesome wait real wont disappointed ",1.0
"idle rich drunk poor marry disowned funny romantic funny endearing feisty opposite gielgud sarcastic corny great memorable local ",1.0
"independent professional improvisatory affectation half fine everyday excellent live high urge look ",1.0
"local itchy start amazing main crazy favourite itchy little later usual superb good strange lovely favourite lovely disappointed ",1.0
"fresh baked japanese young perfect japanese japanese lovable popular naruto different cooking cooking sure comedic real super saiyan ",1.0
"funniest sick recommend handle stay best ",1.0
"adorable surprised naked daft good leoni cute clownish refreshing whereohwhere incredible little remain correct wrong ",1.0
"sure glad smart twisted think sure create leave natali brilliant create low real real worth glad ",1.0
"pacific sassy sexy alongthere stand young masterful add overall feel look mgm good great ",1.0
"tony lose tony pro live different storymode cool new tony pro able nice new good pro great nice long hidden pro isnt little lotthis little short tony pro understandable great ",1.0
"bad martial good good foul good great strong promenant worth recommend martial ",1.0
"vain good desperate restore grateful excess weary excess excellent gothic haunted enriched fellow melodious lonely ",1.0
"simple short overall beautiful magical great funny recommend interested great simple small lovely ",1.0
"think mysterious emotional think antonio favourite wonderful ",1.0
"typical typical great normal normal make best primary fantasticfritz sicksonja best old happy good fight win ",1.0
"best greatest talented heartfelt know familiar greatest emotional wonderful great ",1.0
"favorable best entertaining make big right famous final individual new clichridden romantic weakest desperate engaging artistic curious tired old little various little real ",1.0
"pure greatest welles sarcastic big amazing worth complex believable dye brassy blond ",1.0
"young favorite blond huge childrenhis timethe sound high johnny sentimental ",1.0
"preposterous simple ritter eric ridiculous outrageous bother dont main didnt connect unrelated funny single eric stale repetitive uninteresting stop weird second standard wasnt knock randy awful red half great great dysfunctional emotional lame divert moral fair good funny eitherby use scared open best ",1.0
"teach beautiful nice sing imagine sing enjoy amazing gay hear awesome homosexuality ",1.0
"amazing original humorous dramatic tragic subtelly good tortured humorous happygolucky second funny ",1.0
"enjoy british little hilariousarthur real classic seriouslyi available essential british ",1.0
"miss dark im concerned mock upim good ",1.0
"good great movieeverybody related crucial strong defenseless useless pleased justified young actorstheir black white captivating great nice ",1.0
"alltime huge serial great alicias memorable real complete sweet honest real bad good afraid normal different rebellious seductive nerdy doesnt giordano ",1.0
"goofy ease excellent peak great surreal original worth ",1.0
"classic equivalent eastwood new fantastic fest good old simple good evil narrative martial eraact small unhappy cut incoming martial skilled minor skilled shaolin best real martial shaolin martial sly disappointed karate erect good endurance unorthodox fest cheesy sound obvious noncontact maximum refreshing wide angled different slow ping adnausem sure nostalgic ",1.0
"big late racist hypocritical aint hot english michael overlook indian upset indian indeedmum wartime sedate english hot steamy deolali layton diminutive lofty sugden clegg late bellicose brilliant able bitter nice illegitimate english dimwitted wise old obscure british late real vocal similar incidental excellent perry equalling mum popular total old entire old sing recast let layton left leave great uk socalled dodgy strange white wrong alec indian perrys real sergeantmajor refer past unsavoury modern dishonest funny truthful thank stop ill ",1.0
"classic real martian moronic conquer awry good funny decent memorable likely noname funniest martian classic cool teen fearless kooky die ",1.0
"perfect outstanding high final unending unconvincing unceremonious obvious position movesunless future good apparent cheated poor brilliant ",1.0
"human bad potential early recent warm sargent human capable emotional frank mccarthy legendary universal adequateand early beleaguered general orderedby avoid japanese subject native remarkable thermonuclear famous general missionary civil heroic general postwar progressivecommandant courtmartial woefullyunderfunded early second prolonged pt general unfoundedthe returnhis crowning postwar truman feisty conduct old fade accurate deliberate adorning historical noble let egotistical bombastic let register comment sargent expert warm intentional commendable extraordinary rational cheap march serviceable subtle largerthanlife ordinary filmthere greatnessand military macarthurlike good begin remarkable poor ",1.0
"late entwistlethe original early aving different fair best strong bloody good moody free great hippie fest come greatest hungry able unique able best late small bush black human traditional white white wearthe high theirs greatest young wild didnt straight final fantastic cinematic english local best live raw ",1.0
"industrial distant future complex offer different personal corporate certain modern corporate indifferent mediocre morgan undercover operative initial new various respective obtain foster previous topsyturvy diabolical begin emerge sullivan forced deep main double intense efficient vivid domestichousehold dark impressed lead disenchanted married straight brilliant think challenging incredible real superb little complicated intimate second overall personal professional entire smart stylish great scary future hidden brilliant nottoooverly complicated ",1.0
"read odd primary subtle happen great high boring great great visible different typical typical familiar nudity graphic violent typical familiar dutch great american short good think talented convey good hollow american various watch dutch certain remarkable hollywood best ",1.0
"easy different different international good breathtaking ill spoilerfree possible different dull special odd dull teenage muslim right basic sweet huge artsy interesting great good entertaining mesmerizing hilarious hooked hooked beautiful poor hispanic early suburban strangest weirdest chinatownlookalike inner wonderful basic sad beautiful sad grieving dead best great nice cinematic intriguing funny original great best young discuss future certain great amazing american beautiful sad homeless romantic beautiful sad shocking romantic boring new unfunny unromantic young dark scary romantic great prelachaise ordinary original true short beautiful stunning blind stunning hilarious sad french french terrible sweet bored great true cinematic young old ",1.0
"mountainous alien red middleaged victorian saurious warlike giant silly cordaraby come high sinister red thank original shoehorn new fresh routine mysterious slight adequate old wise famous modern traditional accessible new big good special wobbly unconvincing important good new ",1.0
"interestthe subject jordanian biographical muslim christian public spend convince novel fascinating endless easy worried violent unsavoury novel jordanian usthe incredible little difficult dont believe putupon fantastic able allow believe real didnt great australian international affgo ",1.0
"able extra old timetake remind young ",1.0
